RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8905,19578672,Miller,597,UK,Female,27,6,261928.72,4,1,0,78457.86,0
8906,93496276,Ramos,596,UK,Male,60,14,133261.72,5,0,0,152765.73,0
8907,21354168,Jackson,893,USA,Female,68,1,118735.62,4,0,0,206128.91,0
8908,39908822,Hughes,657,Canada,Male,32,9,147217.74,5,0,1,187117.03,1
8909,96478520,Alvarez,817,Canada,Female,60,3,189271.9,5,0,0,143669.65,0
8910,35645793,Anderson,677,Australia,Female,20,9,127048.25,1,0,1,170360.59,0
8911,46046153,Cox,725,Canada,Female,19,2,288759.51,3,0,1,141297.13,0
8912,27459562,Mitchell,836,Australia,Female,60,0,40602.57,3,1,1,142165.34,0
8913,36170235,Wilson,852,Brazil,Female,59,9,142699.89,4,1,0,18765.37,0
8914,34091077,Williams,468,USA,Male,52,5,124629.92,4,1,0,105029.17,0
8915,12931659,Roberts,814,UK,Female,44,4,207812.05,4,0,1,146310.42,0
8916,43753974,Castillo,663,UK,Female,22,5,288925.01,1,1,0,154653.98,1
8917,70540089,Turner,729,Brazil,Female,32,13,86523.86,1,1,1,134319.63,0
8918,60227448,Garcia,868,Australia,Female,53,0,286597.95,4,1,1,179072.83,0
8919,31864581,Carter,382,Italy,Male,66,10,248309.89,1,1,0,101545.5,0
8920,81192896,Thompson,629,Brazil,Female,50,15,243143.37,5,1,1,48593.1,0
8921,44777477,Alvarez,432,Australia,Female,18,7,21922.78,5,0,0,22494.91,0
8922,51849877,Cox,897,Brazil,Female,29,3,282175.04,5,1,1,148954.01,0
8923,38070760,Cox,756,USA,Male,59,6,251678.35,3,1,0,131850.15,0
8924,62268631,Martin,652,Brazil,Female,58,7,205374.94,5,0,0,70436.96,0
8925,80663246,Kim,643,Brazil,Female,26,2,38357.77,3,0,0,67059.53,0
8926,17297881,Price,393,Canada,Female,74,13,126011.18,5,0,1,151621.58,0
8927,67454535,Reyes,681,Australia,Male,75,3,252068.48,4,1,0,40118.04,0
8928,38854322,Foster,594,USA,Female,69,8,131259.41,3,1,1,46935.38,0
8929,93671215,Hall,497,UK,Female,37,14,130936.55,1,1,0,73465.24,0
8930,10499964,Stewart,378,Italy,Female,47,11,81037.74,3,1,0,222891.54,0
8931,80106357,Parker,850,Italy,Male,31,8,15356.48,2,0,1,180709.08,0
8932,51133161,Johnson,513,Australia,Female,75,15,153901.14,3,0,1,146019.9,1
8933,83747648,Hall,458,Brazil,Female,40,6,232340.85,5,0,1,101754.0,0
8934,35171259,Flores,856,Canada,Female,46,2,43821.41,5,0,0,113137.05,1
8935,26916781,White,500,Brazil,Female,68,13,268133.27,5,1,0,55396.01,0
8936,76263587,Lewis,321,Australia,Male,59,10,166585.2,1,1,0,212542.09,0
8937,29720121,Gutierrez,638,Italy,Male,52,3,243689.66,4,0,0,57751.5,0
8938,46982693,Ortiz,541,Italy,Male,69,6,200111.96,3,0,0,193747.09,0
8939,33100170,Rogers,537,Brazil,Female,44,12,40483.69,1,0,0,71276.34,1
8940,18190219,Wood,448,Brazil,Male,71,5,271977.66,2,0,0,192806.34,0
8941,61659302,Turner,878,Brazil,Female,66,5,215444.93,3,0,0,86433.16,0
8942,12627014,Evans,306,UK,Female,44,10,10673.7,5,1,0,245595.74,0
8943,34772234,Ward,532,Canada,Female,47,3,174013.27,1,0,1,231180.73,0
8944,32713635,Carter,878,Canada,Male,20,9,144037.86,1,0,0,220927.37,1
8945,67542195,Young,376,Italy,Male,29,15,257746.22,3,1,0,57571.98,0
8946,87637406,Stewart,788,Italy,Female,64,7,36835.47,1,1,1,34707.6,1
8947,50867616,Adams,386,Australia,Female,48,8,177253.21,1,0,1,241579.05,0
8948,54510632,Smith,521,Australia,Male,54,9,93084.01,1,1,0,117396.79,0
8949,71739321,Morales,712,UK,Male,44,6,73685.66,3,1,1,220802.37,0
8950,39225143,Wright,883,Italy,Female,64,7,6760.61,5,1,0,129430.24,0
8951,91232584,Gomez,501,Australia,Male,69,9,99668.51,1,0,0,167553.34,0
8952,12648191,Peterson,870,UK,Female,41,1,118828.76,1,1,1,192524.37,0
8953,78457758,Hall,575,Canada,Male,65,3,134336.01,4,0,0,140651.96,0
8954,35222396,Kim,520,Italy,Male,58,2,220416.5,2,1,0,235210.59,0
8955,13550985,Cook,456,USA,Male,57,5,121062.73,4,0,1,26279.05,0
8956,62845243,Wilson,480,Italy,Female,28,1,58571.96,5,0,1,211210.19,0
8957,37299045,Castillo,428,Australia,Female,44,6,119443.87,4,1,1,176632.75,0
8958,44291982,Williams,542,Italy,Female,26,7,20869.5,3,1,1,92705.24,0
8959,65338754,White,471,USA,Female,33,3,291622.27,4,1,1,125495.89,0
8960,45353386,Cook,802,Italy,Male,31,7,19870.02,3,0,0,125893.41,1
8961,52725573,Mitchell,779,Australia,Female,64,7,60567.26,4,0,0,25116.03,0
8962,94815170,Martinez,569,Canada,Male,47,2,128409.49,4,1,1,140780.4,1
8963,85885374,Gonzalez,720,Australia,Female,63,0,280021.75,2,1,0,30524.89,0
8964,28677518,Jimenez,462,UK,Female,41,10,53621.15,3,1,0,136279.62,0
8965,66178284,Reed,323,Australia,Female,59,2,119933.55,5,0,0,65555.5,0
8966,34207963,Wilson,796,UK,Male,30,15,296795.12,1,0,0,210897.82,0
8967,18828325,Jimenez,492,Italy,Male,50,9,180614.29,5,1,0,31316.68,0
8968,84036280,Martinez,689,UK,Male,72,14,184374.98,4,0,0,84329.95,0
8969,75414705,Flores,796,Brazil,Female,79,11,292238.81,5,1,1,111013.62,0
8970,55110158,Thompson,428,Italy,Female,26,13,151829.46,4,1,1,156505.86,0
8971,12241105,Foster,852,UK,Male,66,14,768.22,4,0,0,247067.14,0
8972,44874739,Diaz,842,Australia,Male,43,12,9293.89,1,1,0,45404.54,1
8973,20710632,Morales,335,USA,Male,66,0,204419.44,2,1,0,102601.37,0
8974,98561511,Peterson,756,Italy,Male,59,11,63453.37,2,1,1,175055.87,0
8975,60330593,Adams,660,UK,Female,62,13,143544.22,1,1,0,102844.22,0
8976,15119641,Foster,514,USA,Female,67,1,165411.68,5,1,0,71588.18,0
8977,44650021,Rogers,586,UK,Female,30,7,200205.03,3,0,0,206505.83,0
8978,23224541,Ward,668,UK,Female,38,3,25124.0,1,1,0,59030.27,0
8979,52857257,Reed,768,UK,Female,46,13,228013.1,4,1,1,94080.91,0
8980,55807748,Campbell,485,Australia,Male,45,12,276050.4,2,0,1,71514.38,1
8981,74109962,Watson,773,UK,Male,41,8,76723.66,2,1,0,240744.19,0
8982,52021153,Phillips,360,USA,Female,30,6,114133.82,5,0,0,211522.33,0
8983,75501559,Moore,561,Brazil,Male,73,2,223145.45,3,1,0,123328.7,0
8984,28699008,Ward,410,UK,Female,59,13,74532.2,1,0,0,212430.78,1
8985,22750721,Moore,440,Brazil,Female,37,0,162673.37,4,0,0,175416.57,0
8986,66085716,White,834,Canada,Male,56,14,197984.05,4,0,1,98870.97,0
8987,73200828,Thompson,378,Italy,Male,24,12,263782.19,3,1,1,64193.5,0
8988,89499734,Lopez,793,Australia,Female,58,0,103609.72,5,0,1,99738.5,1
8989,39159511,Thompson,330,Canada,Female,65,13,147794.47,3,0,1,136772.05,0
8990,54432707,Lee,815,Canada,Male,32,0,55379.82,5,0,0,61997.89,0
8991,93754878,Murphy,808,USA,Male,42,9,92283.14,5,0,1,79265.88,0
8992,93971475,Hughes,365,USA,Female,52,2,28480.92,1,0,1,166994.45,0
8993,59145472,Bailey,809,Brazil,Male,30,15,59291.32,1,1,0,185214.6,0
8994,32840605,Sanders,670,Brazil,Female,60,4,103863.4,4,0,0,122177.88,0
8995,18061792,King,586,Australia,Female,25,7,127281.55,2,1,0,242853.75,0
8996,54641994,Johnson,475,Australia,Male,38,7,212063.25,5,0,1,86687.8,0
8997,13235863,Morgan,422,Italy,Male,70,1,137534.68,4,0,0,229243.9,0
8998,87892539,Walker,530,UK,Female,73,8,14714.74,2,1,1,79449.24,1
8999,38817246,Long,854,Australia,Male,23,8,226723.61,4,1,1,187870.49,0
9000,47937462,Ortiz,303,Australia,Male,27,6,159839.05,5,1,0,249620.57,0
9001,74402892,Cooper,711,Brazil,Male,75,15,281822.54,2,1,0,210892.3,0
9002,68934479,Gray,549,UK,Male,66,11,190572.02,3,1,1,126690.42,0
9003,47723927,Jackson,786,Italy,Male,69,9,160179.54,1,1,1,44279.13,1
9004,23748887,Bailey,644,USA,Female,58,4,88328.66,1,0,0,242070.11,1
9005,62327105,Gonzalez,632,Italy,Male,38,4,70938.12,2,1,1,184362.02,0
9006,57366565,Cook,752,UK,Male,31,7,69010.13,2,1,1,211924.77,0
9007,13275072,Garcia,457,USA,Male,69,14,122136.85,5,1,1,149609.55,1
9008,72008816,Peterson,876,USA,Female,76,7,51411.43,2,0,1,127406.64,0
9009,20074698,Clark,569,USA,Female,62,4,253262.94,1,1,1,33428.46,0
9010,98703922,Ward,886,Italy,Female,75,5,241559.22,5,0,0,29559.74,0
9011,85785378,Phillips,717,Brazil,Male,50,5,218654.29,4,0,1,151791.11,0
9012,83041436,Ross,739,UK,Female,42,5,14625.23,1,1,0,59356.37,0
9013,38482724,Gray,328,Italy,Male,73,4,21571.76,3,1,1,173610.86,0
9014,79254841,Mitchell,634,Italy,Male,36,8,190927.58,5,1,0,239923.08,0
9015,79335081,Mendoza,537,Canada,Female,26,13,224690.48,3,0,1,98624.92,0
9016,44187163,Ward,452,Australia,Female,66,0,8014.78,2,1,1,188186.43,0
9017,62546474,Foster,414,Italy,Female,64,14,87150.07,4,1,0,229160.68,0
9018,97146882,Ortiz,698,Canada,Female,69,9,40884.96,2,0,0,213258.08,0
9019,53964403,Baker,331,Brazil,Male,54,2,69383.7,1,0,1,34725.21,0
9020,86014729,Taylor,831,Brazil,Female,53,6,155513.1,4,1,0,174187.04,0
9021,48145210,Patel,352,UK,Male,53,12,32773.41,1,1,0,86102.41,0
9022,48703819,Nguyen,494,Canada,Female,74,8,68950.24,4,0,0,227175.41,0
9023,99282990,Martinez,604,Italy,Female,32,1,169472.52,3,0,0,55127.12,1
9024,19869865,Turner,644,UK,Female,22,12,152432.72,1,1,0,67277.08,0
9025,21287967,Price,381,Canada,Male,34,10,257277.3,1,0,1,130597.24,0
9026,68159529,Garcia,300,Italy,Female,47,12,45173.92,2,0,1,92674.62,0
9027,13561497,Garcia,466,UK,Male,24,13,110965.42,5,0,0,99464.55,0
9028,34096114,Phillips,616,UK,Male,23,3,277307.91,1,1,1,114751.23,0
9029,74934272,Anderson,482,Australia,Male,32,7,238739.48,4,1,1,48782.08,0
9030,60593847,Ortiz,572,Brazil,Male,74,4,179207.2,2,1,0,37541.82,0
9031,79979388,Cruz,672,Italy,Male,69,11,230697.76,5,1,1,60336.26,0
9032,42145513,Parker,661,Australia,Male,63,10,134514.23,1,1,1,140505.23,0
9033,67773185,Miller,500,UK,Male,27,7,273206.15,3,1,0,109312.4,0
9034,47421725,Gomez,491,UK,Male,23,11,179896.93,2,0,0,171035.51,1
9035,26810950,Edwards,640,Canada,Male,59,10,208690.73,3,1,1,177879.89,0
9036,26990515,Murphy,598,Australia,Female,72,1,195595.82,4,0,1,163153.34,1
9037,46325466,Sanchez,805,USA,Female,69,11,201829.36,2,0,0,68403.11,0
9038,10671253,Edwards,887,Italy,Female,77,7,192318.91,2,1,1,161247.28,0
9039,42260205,Walker,439,Brazil,Male,58,15,22129.32,2,0,1,147295.68,0
9040,33465520,Rogers,605,Australia,Male,30,5,181154.75,5,0,1,164835.01,0
9041,84020480,Alvarez,495,UK,Female,31,4,235019.83,5,0,0,73538.51,0
9042,83724243,Gonzalez,360,Canada,Female,18,12,118.75,1,0,1,247296.05,0
9043,69414068,Moore,659,Italy,Male,50,1,267502.73,3,1,1,247012.24,0
9044,32403427,Sanders,606,Brazil,Female,36,6,285670.11,1,0,1,221514.88,0
9045,46816763,Howard,779,Italy,Male,26,0,38457.1,3,1,0,70984.98,0
9046,30602307,Gonzalez,632,Canada,Female,54,13,160515.66,1,0,0,191879.94,1
9047,67245800,White,382,UK,Male,66,5,33178.95,2,1,1,44502.49,0
9048,15015551,Cruz,633,Brazil,Male,65,2,84902.36,2,1,0,230483.69,0
9049,58294603,Lewis,816,USA,Male,29,5,186447.76,3,1,0,67645.03,1
9050,33413609,Parker,773,Canada,Male,22,0,90855.78,2,1,0,118638.86,0
9051,67033002,Turner,693,USA,Female,23,0,109665.05,1,0,1,166245.58,0
9052,64021286,Jones,899,Australia,Male,69,1,223840.47,5,0,1,101077.02,1
9053,48041288,Wright,876,Italy,Male,72,9,172494.95,4,0,0,71075.63,0
9054,86692527,Jackson,679,Brazil,Female,28,14,155413.43,1,0,0,201321.98,1
9055,11208957,Diaz,320,UK,Female,68,6,97252.05,3,0,0,205941.67,0
9056,61473414,Kim,476,USA,Female,70,11,211245.31,2,0,0,127150.15,0
9057,52719684,Morgan,662,UK,Male,55,13,127189.99,4,1,1,85247.0,1
9058,60856306,Baker,321,Australia,Male,72,11,269644.13,4,1,0,181718.56,0
9059,65950884,Cox,847,USA,Female,27,3,180479.61,2,0,1,226500.84,0
9060,69507174,Nguyen,549,UK,Female,32,3,161493.78,1,0,0,203888.26,0
9061,74773330,Morris,372,UK,Female,67,3,240940.35,2,0,0,146902.54,0
9062,26780412,Perez,390,Australia,Male,70,4,145632.35,5,1,0,29023.26,0
9063,19938256,Reed,475,Canada,Female,78,14,83786.5,3,0,1,231005.28,0
9064,63989567,Flores,425,Brazil,Female,56,1,46529.1,2,0,0,228509.4,0
9065,32907093,Sanchez,503,Australia,Male,72,10,168545.54,1,0,1,75192.13,0
9066,84251591,Jones,545,USA,Male,45,6,127456.98,5,0,0,176347.35,1
9067,89176060,Castillo,570,USA,Male,20,2,119212.8,5,0,0,102814.0,0
9068,70190273,Turner,343,Italy,Female,73,10,104822.16,1,0,1,66710.41,0
9069,32986990,Bennett,847,UK,Male,33,2,201483.66,3,0,0,17517.14,0
9070,27636027,Carter,467,Brazil,Male,62,10,155698.93,4,1,1,100806.4,0
9071,30841553,Williams,734,USA,Female,34,12,161171.6,5,0,0,64594.8,0
9072,57301994,Alvarez,329,Canada,Male,53,14,92437.44,1,1,1,20570.12,0
9073,54607689,Nguyen,896,Canada,Female,36,1,184095.29,5,0,1,138771.23,0
9074,13636119,Wilson,656,Australia,Female,21,5,121054.82,4,0,1,69639.64,1
9075,30334211,Campbell,790,USA,Male,76,3,230843.98,1,1,1,153357.99,0
9076,45221540,Wilson,547,Brazil,Female,42,3,158859.17,5,1,0,113289.93,1
9077,12853507,Howard,552,Brazil,Female,44,14,86835.75,1,0,1,95211.64,0
9078,36947160,Reed,681,USA,Female,29,7,44318.9,1,1,1,103356.6,0
9079,26450961,Nguyen,835,Italy,Male,73,11,209980.8,4,1,1,149865.09,1
9080,68125052,Murphy,718,Italy,Female,44,14,111331.71,1,0,0,210988.33,0
9081,93214330,Baker,422,Italy,Female,21,15,19653.36,3,1,1,172292.81,0
9082,28931543,Cooper,593,USA,Male,78,1,274475.61,5,1,0,40980.79,0
9083,14070081,Cook,442,Australia,Male,41,6,115993.57,2,0,0,148244.82,1
9084,86647599,Harris,810,Brazil,Female,34,1,223782.98,3,0,1,195693.55,0
9085,73719968,Thomas,356,Australia,Female,77,5,137674.56,3,0,1,88101.1,0
9086,71210169,Anderson,341,Australia,Male,73,12,267277.83,1,1,0,162589.03,0
9087,93723730,Ross,420,Australia,Female,43,4,8721.67,3,0,0,15104.49,0
9088,47471432,Watson,642,Canada,Male,35,7,77822.05,3,0,1,235841.15,0
9089,43016347,Williams,631,USA,Male,39,5,163732.79,3,1,1,77916.5,0
9090,71398562,Gutierrez,755,UK,Male,23,11,96968.74,1,0,0,227907.58,1
9091,87712376,Torres,736,USA,Female,36,6,222806.57,3,1,1,65912.78,1
9092,51727974,Watson,640,Australia,Male,78,5,206525.44,2,1,0,225612.31,0
9093,45905148,Diaz,640,Canada,Male,54,7,7657.29,3,1,1,145336.53,0
9094,89985033,Nguyen,715,Canada,Male,51,1,180153.9,1,1,0,57884.77,0
9095,40948393,Morales,481,USA,Female,28,11,250765.92,1,1,0,90008.58,0
9096,59713851,Smith,563,UK,Female,73,6,94686.6,4,1,0,210036.79,0
9097,17061944,Peterson,509,Australia,Male,41,4,41807.68,4,1,1,238897.11,1
9098,36548036,Hughes,822,Canada,Male,62,13,221489.13,2,0,0,220979.54,1
9099,36424936,Jackson,481,Australia,Female,54,11,270128.24,5,1,0,219799.75,1
9100,97762425,Phillips,743,Australia,Female,40,12,197071.27,4,0,1,16014.25,0
9101,88678335,Robinson,550,Brazil,Female,57,14,253813.1,3,1,1,120371.17,1
9102,87140535,Diaz,437,Australia,Male,60,8,299599.5,1,0,0,211702.46,0
9103,16134678,Wilson,517,Italy,Female,21,14,149815.83,4,1,1,23275.34,0
9104,61897624,Gonzalez,753,Brazil,Male,35,15,280586.61,1,0,1,178110.36,0
9105,93020762,Wood,386,Australia,Male,47,10,103308.66,3,0,1,132759.27,0
9106,52155894,Hughes,592,Australia,Female,32,8,223694.53,1,1,1,200738.89,0
9107,48298785,Clark,391,UK,Male,54,7,270439.84,1,0,0,76285.81,1
9108,34037435,Ruiz,507,Brazil,Male,40,7,156262.58,4,1,1,222314.8,0
9109,12956156,Rodriguez,503,Brazil,Female,29,13,187940.2,1,1,0,84735.96,0
9110,29058912,Green,485,UK,Male,21,3,291148.15,3,1,0,238530.6,0
9111,25030066,Mitchell,384,Italy,Male,21,11,75353.99,2,0,1,165511.48,0
9112,44687675,Lopez,455,Brazil,Female,69,7,106793.37,1,0,0,61291.36,1
9113,43559109,Martinez,592,Italy,Male,58,1,231683.01,1,1,0,197346.13,1
9114,18593188,Garcia,832,Australia,Female,58,10,102291.1,3,0,1,140674.65,0
9115,26907550,King,460,Canada,Female,31,4,150232.62,5,1,0,110847.79,0
9116,26202721,Phillips,685,Canada,Male,76,3,15137.31,3,0,0,125946.29,0
9117,59778856,Green,784,USA,Male,75,4,169645.21,4,1,1,108844.33,1
9118,64889533,Chavez,802,Canada,Female,73,4,188035.44,4,1,1,181254.38,0
9119,37217933,Garcia,455,Canada,Female,76,15,24781.35,2,1,1,75831.21,1
9120,96395043,Johnson,442,UK,Male,25,4,73170.65,1,0,0,135338.18,0
9121,68152355,Anderson,583,USA,Male,40,6,129956.03,2,0,1,192525.73,0
9122,82936180,Taylor,861,USA,Male,18,0,234372.32,2,0,0,48748.41,0
9123,37047758,Thomas,334,UK,Female,73,12,6497.1,1,1,0,83581.27,0
9124,71416967,Ramirez,523,Canada,Male,28,1,99404.85,1,0,1,65161.37,0
9125,77667609,James,692,Canada,Male,44,6,1467.78,3,0,0,149398.81,0
9126,35732643,Bailey,707,USA,Male,21,0,156384.72,2,0,0,111834.06,1
9127,91993263,Martinez,687,Canada,Male,46,15,149632.71,2,0,0,91127.63,1
9128,58701012,Martinez,596,USA,Female,34,8,226611.53,4,0,0,99080.81,0
9129,57698365,Martinez,622,Canada,Female,66,11,1175.88,2,1,0,125341.37,1
9130,89949007,Reed,787,Australia,Male,36,2,227614.09,3,0,1,113327.32,0
9131,46425173,Ramirez,869,UK,Male,62,10,267368.12,5,0,1,180986.14,0
9132,51464523,White,338,Brazil,Female,68,5,95226.04,2,1,0,177787.72,0
9133,35802855,Jackson,804,Italy,Male,75,3,100107.1,3,1,1,21257.69,0
9134,12865893,Long,802,Australia,Female,66,15,320.75,3,1,0,181763.44,0
9135,87500841,Ortiz,836,Canada,Female,41,2,128733.86,5,0,0,67172.07,0
9136,74521316,Parker,615,Italy,Female,69,7,183904.22,3,1,0,113658.26,0
9137,78359708,Gutierrez,795,Brazil,Female,61,15,36808.46,4,0,0,67277.31,1
9138,10916094,Adams,416,Australia,Male,69,12,197149.47,5,1,0,42958.04,0
9139,98175441,Lopez,641,Brazil,Female,63,1,109722.8,4,0,1,152222.7,0
9140,67050790,Moore,539,UK,Male,71,12,201899.37,2,1,1,238397.21,0
9141,58383953,Thompson,744,Italy,Male,58,2,75329.18,2,0,1,102411.89,0
9142,95351168,Wood,786,Brazil,Female,74,7,232393.92,3,1,0,174393.07,0
9143,66479526,Garcia,710,Italy,Female,61,15,164655.86,3,1,1,121467.46,0
9144,23458496,Evans,597,UK,Female,73,2,159958.48,5,0,0,57601.18,0
9145,32046478,Ross,351,Brazil,Male,49,7,146447.6,2,0,0,231427.41,0
9146,24756739,Adams,603,Australia,Female,48,6,252592.46,1,0,1,120658.58,0
9147,55055292,Rogers,587,Italy,Female,66,1,166276.41,3,1,0,16976.12,1
9148,15236840,Robinson,417,Brazil,Female,33,15,47879.77,5,0,0,122310.43,0
9149,25954465,Rodriguez,723,UK,Male,49,0,187741.83,3,1,1,16394.24,0
9150,87869165,Price,508,Brazil,Female,61,0,154225.99,5,0,0,201571.4,1
9151,39335471,Adams,426,Brazil,Female,59,1,20679.85,2,0,0,101446.19,1
9152,17660064,King,592,Australia,Female,75,6,174324.29,3,1,1,159433.06,0
9153,92872673,Flores,818,Canada,Male,51,15,23815.41,3,0,0,195178.22,0
9154,27363686,Mendoza,521,USA,Female,52,15,217449.56,1,1,0,21510.78,1
9155,67502012,Taylor,376,Canada,Male,76,8,196434.23,2,0,0,136749.44,0
9156,97860489,Lewis,637,Canada,Male,54,6,147976.93,5,0,1,164948.29,1
9157,64980940,Jimenez,574,USA,Male,33,2,224635.29,1,0,1,125724.04,0
9158,28953728,Roberts,416,Brazil,Male,38,7,84222.78,5,1,0,86978.97,0
9159,13683460,Ramos,591,Canada,Male,30,7,133927.85,3,0,0,123856.1,0
9160,52066702,Patel,570,Canada,Female,75,8,4586.51,4,0,0,107399.57,0
9161,28595568,Carter,746,UK,Female,73,10,296487.99,3,1,0,158718.62,1
9162,30021787,Reed,456,UK,Male,35,11,16876.38,2,0,0,125241.26,0
9163,11480175,Stewart,871,Australia,Male,19,15,31336.58,5,0,0,45597.08,0
9164,11829484,Chavez,483,Italy,Male,73,12,148465.68,1,1,1,34721.8,1
9165,28444906,Rivera,723,Brazil,Male,50,8,112770.98,3,1,0,53354.86,1
9166,31196641,Rivera,315,Australia,Female,58,11,159704.6,5,0,0,30419.43,0
9167,84325901,Taylor,397,UK,Female,35,13,250503.43,1,1,1,74587.93,0
9168,82126090,Rogers,599,UK,Male,45,8,47586.2,3,1,1,31440.72,0
9169,22300059,Jones,721,USA,Male,54,3,191859.49,4,1,1,156841.56,1
9170,12746153,Turner,606,USA,Male,52,9,5410.62,4,0,0,119499.46,1
9171,27881404,Thomas,573,UK,Female,54,3,237013.38,3,0,0,75031.65,1
9172,40707007,Watson,560,Canada,Male,29,10,244688.86,2,1,0,17949.11,0
9173,89207198,Price,538,Australia,Female,57,1,113813.34,4,0,0,49366.55,1
9174,34069712,Miller,631,UK,Female,25,14,51999.97,5,1,0,171678.15,0
9175,99011694,Davis,414,Brazil,Male,71,7,243318.32,2,1,1,73610.98,0
9176,97669192,Bailey,567,UK,Female,42,1,272762.71,2,1,0,93236.57,1
9177,96192649,Gray,311,USA,Male,24,2,22592.01,3,0,0,32937.62,0
9178,60543111,Myers,372,Australia,Female,19,8,173942.03,5,1,1,143846.17,0
9179,20056396,Brooks,705,Australia,Male,50,1,281446.3,5,1,1,204026.4,0
9180,27045818,Nguyen,477,Italy,Male,73,0,193120.76,1,1,0,98023.7,1
9181,35828037,Turner,558,UK,Male,50,4,246096.06,4,1,1,41954.91,0
9182,99431581,Ramos,699,Italy,Male,57,6,68946.58,4,1,1,239182.95,0
9183,65068560,Anderson,569,USA,Male,77,3,30700.61,2,1,0,135149.91,0
9184,54134346,Alvarez,785,Italy,Male,74,14,112856.38,2,1,0,36014.4,1
9185,71393939,Roberts,879,Canada,Female,66,3,118533.05,3,0,1,131883.01,0
9186,46062152,Parker,358,UK,Female,40,10,235861.11,5,0,1,25555.65,0
9187,47297281,Patel,565,UK,Male,22,2,121888.34,4,1,1,27993.69,1
9188,35259300,Rodriguez,374,Australia,Female,78,5,70980.68,1,1,1,89845.6,0
9189,82223875,Davis,389,Italy,Male,31,11,265902.15,4,1,1,174155.32,0
9190,28127203,Jackson,804,Australia,Female,25,12,234796.3,4,1,0,180688.28,0
9191,77658520,Gomez,656,Brazil,Female,37,15,200190.49,4,0,1,226841.79,1
9192,26592258,Bailey,453,Italy,Male,35,7,62133.79,2,1,1,40376.77,1
9193,67875670,Ross,517,Italy,Male,40,10,61443.61,5,0,1,124036.55,0
9194,91186251,Cruz,785,USA,Female,46,12,147406.57,5,0,0,126944.95,0
9195,97289289,Ortiz,839,Italy,Female,24,13,159276.25,4,1,0,123295.68,0
9196,37893802,Walker,429,Australia,Female,41,10,76828.59,5,1,1,212749.74,1
9197,96881865,Williams,365,Brazil,Female,63,1,37011.12,3,1,1,205667.88,1
9198,75939185,Foster,443,Italy,Female,42,5,108961.11,2,0,0,134320.45,0
9199,51844417,Chavez,679,Italy,Female,31,7,128724.97,2,0,0,197953.42,0
9200,85589151,Nelson,612,UK,Male,55,0,15762.53,5,0,0,28910.39,1
9201,95225163,Lewis,706,UK,Female,20,3,169391.95,4,0,1,140051.31,0
9202,47257799,Martinez,706,Brazil,Male,70,0,603.2,4,1,1,37302.26,1
9203,49488817,Lopez,576,UK,Female,63,13,45351.89,4,1,0,218743.88,0
9204,64222350,Rivera,708,Canada,Male,31,3,44087.88,5,1,1,133239.81,0
9205,59502260,Robinson,613,UK,Male,20,13,206266.38,4,1,0,19126.3,1
9206,55931435,Sanders,848,Canada,Male,59,10,145767.52,5,0,1,144168.46,0
9207,62705799,Brooks,548,Brazil,Male,26,8,250810.89,1,1,1,188375.77,0
9208,94063556,Mendoza,760,Canada,Female,70,5,79454.59,5,0,0,46703.1,0
9209,11199217,Young,698,Brazil,Male,24,5,63172.31,3,1,0,81469.16,0
9210,75661074,Reed,750,Australia,Male,43,4,240868.53,4,1,0,120347.74,0
9211,63007525,Campbell,770,UK,Female,24,13,133261.23,4,0,1,112436.12,0
9212,70974218,Mendoza,858,Italy,Female,24,2,82269.19,2,0,0,133173.58,0
9213,23507188,Morales,733,USA,Female,61,13,125477.94,5,0,0,18875.29,0
9214,42596266,Sanchez,745,Italy,Male,75,1,127582.06,1,1,0,188465.81,0
9215,46504340,Williams,402,UK,Female,53,8,171632.3,4,0,0,89109.63,0
9216,55956920,Thompson,627,Italy,Male,69,8,11299.9,2,1,1,179922.95,0
9217,11931441,Howard,545,UK,Male,30,6,74384.71,5,1,0,215974.22,0
9218,72072733,Kelly,357,UK,Male,20,1,140068.23,2,1,1,176510.01,0
9219,23716680,Roberts,404,Italy,Female,37,3,162687.92,1,1,0,172900.6,0
9220,89422317,Scott,368,Canada,Male,26,10,47626.68,5,0,0,151071.29,0
9221,36301554,Gonzalez,601,Australia,Male,70,7,58086.73,4,0,0,15238.84,0
9222,53099689,Lewis,452,Australia,Male,79,9,218280.88,5,0,1,227397.43,0
9223,58753731,Nguyen,836,Australia,Female,39,5,235667.15,4,1,1,210889.55,0
9224,42251324,Kim,334,Australia,Female,69,4,22542.75,3,1,1,60721.85,0
9225,32596028,Hughes,314,USA,Male,62,10,297024.02,4,0,0,57368.64,1
9226,49665485,Wood,405,Brazil,Male,50,15,129937.16,2,1,0,23654.29,0
9227,58655043,Jones,373,UK,Male,78,9,175725.28,1,1,0,104188.17,1
9228,44396761,Martin,584,USA,Male,40,1,178095.26,5,0,0,246521.16,0
9229,57670630,Cox,849,Australia,Female,78,0,103806.53,3,1,0,37854.86,0
9230,19277584,Wilson,496,Australia,Male,40,0,163437.18,3,0,0,147778.09,1
9231,19980178,Davis,579,Italy,Female,55,0,175020.62,3,1,1,77245.84,0
